copper pending line plant access issue,copper pending routing issue,dslam capacity issue,fibre completed copper pending,Notes,Keywords/Phrases,Sentences
0,0,0,1,sync min jumped copper e side fiber side ran middle test tfgh mfl ok ltok sockets unplugged end tfgh mfl ok gea service test completed fault found mbit mbit sync end ran last test tfgh mfl ok ltok sockets unplugged end tfgh mfl ok gea service test completed fault found mbit mbit sync,gea service test completed fault found,sync min jumped copper e side fiber side ran middle test tfgh mfl ok ltok sockets unplugged end tfgh mfl ok gea service test completed fault found mbit mbit sync end ran last test tfgh mfl ok ltok sockets unplugged end tfgh mfl ok gea service test completed fault found mbit mbit sync gea service test completed fault found
0,0,0,1,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes tfgh mfl ca start faulting end customer dp rectified loop end tfgh mfl ca fault found possibly affecting gea services please check line test results sync session details port default status record sync end tfgh mfl ok cpi tone applied ok end tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end dispatch comments trc questions eng mobile xxxxxxxxxxx,gea service test completed fault found,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes tfgh mfl ca start faulting end customer dp rectified loop end tfgh mfl ca fault found possibly affecting gea services please check line test results sync session details port default status record sync end tfgh mfl ok cpi tone applied ok end tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end dispatch comments trc questions eng mobile xxxxxxxxxxx gea service test completed fault found
0,0,1,0,notes unable complete si due sync allocated fibre port called smc lift shift spare ports available,spare ports available,notes unable complete si due sync allocated fibre port called smc lift shift spare ports available spare ports available
1,0,0,0,ends photographic evidence available cannot complete task unable access companyname line plant located within end customer premises jumper work completed cabinet please see additional information cab work complete dropwire going house customer site reply mobile message card left customer access,unable access companyname line plant located within end customer premises,ends photographic evidence available cannot complete task unable access companyname line plant located within end customer premises jumper work completed cabinet please see additional information cab work complete dropwire going house customer site reply mobile message card left customer access unable access companyname line plant located within end customer premises
0,0,0,1,tfgh mfl ce start faulting end customer dp dis network end tfgh mfl ok cpi tone applied ok end tfgh mfl ok ltok customer equipment detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ok ltok customer equipment detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end dispatch comments trc questions eng mobile xxxxxxxxxxx,gea service test completed fault found,tfgh mfl ce start faulting end customer dp dis network end tfgh mfl ok cpi tone applied ok end tfgh mfl ok ltok customer equipment detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl ok ltok customer equipment detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end dispatch comments trc questions eng mobile xxxxxxxxxxx gea service test completed fault found
1,0,0,0,ends photographic evidence available cannot complete task unable access companyname line plant located within end customer premises work commenced please see additional information visited site fttc provide repair line battery fault proved battery side customers home tried contact number phones switched put ocilator cabinet tried buzzing side back joint hear way prove access customers prove pair joint outside raised wet corroded joint remake required,unable access companyname line plant located within end customer premises,ends photographic evidence available cannot complete task unable access companyname line plant located within end customer premises work commenced please see additional information visited site fttc provide repair line battery fault proved battery side customers home tried contact number phones switched put ocilator cabinet tried buzzing side back joint hear way prove access customers prove pair joint outside raised wet corroded joint remake required unable access companyname line plant located within end customer premises
0,0,1,0,ends cannot complete task linked order delayed allocated ports unavailable faulty skilled repair discussed jacob passing dcoe resolved please see additional information outstanding llums case task stcb dcoe state completion date november llums case submitted,allocated ports unavailable faulty,ends cannot complete task linked order delayed allocated ports unavailable faulty skilled repair discussed jacob passing dcoe resolved please see additional information outstanding llums case task stcb dcoe state completion date november llums case submitted allocated ports unavailable faulty
0,1,0,0,ends cannot complete task routing provided incorrect attempted resolve day dcoe unable passing planning please see additional information advised dcoeadvisor sampada job cp needs cancel reissue order copper stcb fibre stcb,routing provided incorrect,ends cannot complete task routing provided incorrect attempted resolve day dcoe unable passing planning please see additional information advised dcoeadvisor sampada job cp needs cancel reissue order copper stcb fibre stcb routing provided incorrect
0,0,1,0,ends cannot complete task linked order delayed allocated ports unavailable faulty could repair day discussed ein xxxxxxxxx passing dcoe resolved please see additional information fibre ports incorrect stcb fibre ports required ceased stcb reprovided stcb correct copper routing mdf z stcb e dp pair cease provide required,allocated ports unavailable faulty,ends cannot complete task linked order delayed allocated ports unavailable faulty could repair day discussed ein xxxxxxxxx passing dcoe resolved please see additional information fibre ports incorrect stcb fibre ports required ceased stcb reprovided stcb correct copper routing mdf z stcb e dp pair cease provide required allocated ports unavailable faulty
0,0,1,0,ends cannot complete task linked order delayed allocated ports unavailable faulty skilled repair discussed marina passing dcoe resolved please see additional information quoted port exist goes tried ports faulty llums case ref afti,allocated ports unavailable faulty,ends cannot complete task linked order delayed allocated ports unavailable faulty skilled repair discussed marina passing dcoe resolved please see additional information quoted port exist goes tried ports faulty llums case ref afti allocated ports unavailable faulty
0,1,0,0,ends cannot complete task routing provided incorrect attempted resolve day dcoe unable passing planning please see additional information line fed stcb stcb tried talk dcoe could understand single word man offshore call centre saying,routing provided incorrect,ends cannot complete task routing provided incorrect attempted resolve day dcoe unable passing planning please see additional information line fed stcb stcb tried talk dcoe could understand single word man offshore call centre saying routing provided incorrect
0,0,0,1,ends fttc task complete correct tfgh number port confirmed dial tone sync e side fibre port minute vdsl test complete getting mbs tfgh test good fault found tagged stcb circuit id tfgh job f l line test type fttc provision request time result summary ltok cidt completed adsl modem detected mfl ok test reference tfgh result summary gea service test completed fault found sync last sync tfgh mfl ok tfgh uprate known tfgh downrate known,gea service test completed fault found,ends fttc task complete correct tfgh number port confirmed dial tone sync e side fibre port minute vdsl test complete getting mbs tfgh test good fault found tagged stcb circuit id tfgh job f l line test type fttc provision request time result summary ltok cidt completed adsl modem detected mfl ok test reference tfgh result summary gea service test completed fault found sync last sync tfgh mfl ok tfgh uprate known tfgh downrate known gea service test completed fault found
0,1,0,0,copper e side dis exchange tfgh mfl pc stcb jumpering tie pair problem found stcb check jumpering ensure test equipment removed testing taking remedial action sync session details port default status record sync end,stcb jumpering tie pair problem found stcb,copper e side dis exchange tfgh mfl pc stcb jumpering tie pair problem found stcb check jumpering ensure test equipment removed testing taking remedial action sync session details port default status record sync end stcb jumpering tie pair problem found stcb
0,0,0,1,ends fibre provided requested minute vdsl test pass errors please note jdsu sync stcb cr submitted new lead customer router fitted completion task test dis final line test circuit id tfgh job f l line test type fttc provision request time result summary ltok customer equipment detected mfl ok test reference tfgh result summary gea service test completed fault found sync tfgh mfl ok tfgh uprate mbit tfgh downrate mbit,jdsu sync stcb cr submitted new lead customer router fitted completion task test dis gea service test completed fault found,ends fibre provided requested minute vdsl test pass errors please note jdsu sync stcb cr submitted new lead customer router fitted completion task test dis final line test circuit id tfgh job f l line test type fttc provision request time result summary ltok customer equipment detected mfl ok test reference tfgh result summary gea service test completed fault found sync tfgh mfl ok tfgh uprate mbit tfgh downrate mbit jdsu sync stcb cr submitted new lead customer router fitted completion task test dis gea service test completed fault found
0,0,1,0,ends cannot complete task linked order delayed allocated ports unavailable faulty skilled repair discussed na passing dcoe resolved please see additional information fibre ports achieving speeds stcb dcoe said available port llums case raised ref afti dcoe uin xxxxxxxxx also loop fault line due internal wiring fixed also changed socket proven sync jdsu customer router available close complete prove submitted test results dn tfgh result ltok cidt completed adsl modem detected date today jin n eng pin easzh eng uin xxxxxxxxx,allocated ports unavailable faulty,ends cannot complete task linked order delayed allocated ports unavailable faulty skilled repair discussed na passing dcoe resolved please see additional information fibre ports achieving speeds stcb dcoe said available port llums case raised ref afti dcoe uin xxxxxxxxx also loop fault line due internal wiring fixed also changed socket proven sync jdsu customer router available close complete prove submitted test results dn tfgh result ltok cidt completed adsl modem detected date today jin n eng pin easzh eng uin xxxxxxxxx allocated ports unavailable faulty
1,0,0,0,ends photographic evidence available cannot complete task unable access companyname line plant located within end customer premises jumper work completed cabinet please see additional information jimpering done need appointment fix fault,unable access companyname line plant located within end customer premises,ends photographic evidence available cannot complete task unable access companyname line plant located within end customer premises jumper work completed cabinet please see additional information jimpering done need appointment fix fault unable access companyname line plant located within end customer premises
1,0,0,0,ends cannot complete task unable access companyname line plant located within companyname network external work completed please see additional information please pass planning customer want cable going back property pole front customers house cannot get height required large bracket suggested customer want bracket fitting,unable access companyname line plant located within companyname network,ends cannot complete task unable access companyname line plant located within companyname network external work completed please see additional information please pass planning customer want cable going back property pole front customers house cannot get height required large bracket suggested customer want bracket fitting unable access companyname line plant located within companyname network
0,0,0,1,stcb jumper comp dial tone sync confirmed stcb tagged stcb copper side comp due pole tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl n copper test result expected test request end circuit test results tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl n copper test result expected test request end circuit test results tfgh mfl ok ltok cidt completed adsl modem detected end speed speed,gea service test completed fault found,stcb jumper comp dial tone sync confirmed stcb tagged stcb copper side comp due pole tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl n copper test result expected test request end circuit test results tfgh mfl ok gea service test completed fault found mbit mbit sync end tfgh mfl n copper test result expected test request end circuit test results tfgh mfl ok ltok cidt completed adsl modem detected end speed speed gea service test completed fault found
0,0,1,0,ends cannot complete task linked order delayed allocated ports unavailable faulty skilled repair discussed none givenand passing dcoe resolved please see additional information lums case ref af ie unable find spare ports get customer service every port given workers vdsl helpdesk unable see sync end sending back lums case ref routing seem correct cab,allocated ports unavailable faulty,ends cannot complete task linked order delayed allocated ports unavailable faulty skilled repair discussed none givenand passing dcoe resolved please see additional information lums case ref af ie unable find spare ports get customer service every port given workers vdsl helpdesk unable see sync end sending back lums case ref routing seem correct cab allocated ports unavailable faulty
0,1,0,0,tfgh mfl pc stcb jumpering tie pair problem found stcb check jumpering ensure test equipment removed testing taking remedial action sync last sync end speed na speed na,stcb jumpering tie pair problem found stcb,tfgh mfl pc stcb jumpering tie pair problem found stcb check jumpering ensure test equipment removed testing taking remedial action sync last sync end speed na speed na stcb jumpering tie pair problem found stcb
0,1,0,0,gareth bowe ran first test tfgh mfl ok ltok sockets unplugged end tfgh mfl pc stcb jumpering tie pair problem found stcb check jumpering ensure test equipment removed testing taking remedial action sync session details port default status record sync end,stcb jumpering tie pair problem found stcb,gareth bowe ran first test tfgh mfl ok ltok sockets unplugged end tfgh mfl pc stcb jumpering tie pair problem found stcb check jumpering ensure test equipment removed testing taking remedial action sync session details port default status record sync end stcb jumpering tie pair problem found stcb
0,0,0,1,tfgh mfl ce start faulting end customer dp dis network end dispatch comments kg struggling trc questions eng mobile xxxxxxxxxxx,gea service test completed fault found,tfgh mfl ce start faulting end customer dp dis network end dispatch comments kg struggling trc questions eng mobile xxxxxxxxxxx gea service test completed fault found
0,1,0,0,ends cannot complete task routing provided incorrect attempted resolve day dcoe unable passing planning please see additional information cable going ug feed needs go back planning,routing provided incorrect,ends cannot complete task routing provided incorrect attempted resolve day dcoe unable passing planning please see additional information cable going ug feed needs go back planning routing provided incorrect
0,1,0,0,e side idetified copper fiber stcb checked e side fiber good sinc run new jumper fiber connection ran line test ok line test tfgh mfl ce start faulting end customer dp dis network end tfgh mfl pc stcb jumpering tie pair problem found stcb check jumpering ensure test equipment removed testing taking remedial action sync session details port default status record sync end,stcb jumpering tie pair problem found stcb,e side idetified copper fiber stcb checked e side fiber good sinc run new jumper fiber connection ran line test ok line test tfgh mfl ce start faulting end customer dp dis network end tfgh mfl pc stcb jumpering tie pair problem found stcb check jumpering ensure test equipment removed testing taking remedial action sync session details port default status record sync end stcb jumpering tie pair problem found stcb
0,1,0,0,circuit test results tfgh mfl pc stcb jumpering tie pair problem found stcb check jumpering ensure test equipment removed testing taking remedial action sync session details port default status record sync,stcb jumpering tie pair problem found stcb,circuit test results tfgh mfl pc stcb jumpering tie pair problem found stcb check jumpering ensure test equipment removed testing taking remedial action sync session details port default status record sync stcb jumpering tie pair problem found stcb
0,0,1,0,ends cannot complete task linked order delayed allocated ports unavailable faulty skilled repair discussed unknown passing dcoe resolved please see additional information ports working fttc helpdesk providing new ports customer initial install yet complete loss service,allocated ports unavailable faulty,ends cannot complete task linked order delayed allocated ports unavailable faulty skilled repair discussed unknown passing dcoe resolved please see additional information ports working fttc helpdesk providing new ports customer initial install yet complete loss service allocated ports unavailable faulty
0,1,0,0,tfgh mfl pc stcb jumpering tie pair problem found stcb check jumpering ensure test equipment removed testing taking remedial action sync session details port default status record sync end,stcb jumpering tie pair problem found stcb,tfgh mfl pc stcb jumpering tie pair problem found stcb check jumpering ensure test equipment removed testing taking remedial action sync session details port default status record sync end stcb jumpering tie pair problem found stcb
0,0,0,1,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end dispatch comments tech struggling back original tech tech looking work trc questions eng mobile xxxxxxxxxxx,gea service test completed fault found,upstreamspeed downstreamspeed tested nottestedreason demoperson doorcolor questions closurenotes tfgh mfl ok ltok cidt completed adsl modem detected end tfgh mfl ok gea service test completed fault found mbit mbit sync end dispatch comments tech struggling back original tech tech looking work trc questions eng mobile xxxxxxxxxxx gea service test completed fault found
0,0,1,0,ends photographic evidence available cannot complete task linked order delayed allocated ports unavailable faulty skilled repair discussed n passing dcoe resolved please see additional information problem previous engineer given investigation reference afie well date september,allocated ports unavailable faulty,ends photographic evidence available cannot complete task linked order delayed allocated ports unavailable faulty skilled repair discussed n passing dcoe resolved please see additional information problem previous engineer given investigation reference afie well date september allocated ports unavailable faulty
0,0,1,0,ends cannot complete task linked order delayed allocated ports unavailable faulty could repair day discussed sure passing dcoe resolved please see additional information fast test complete ltok fibre ports specified job yet exist stcb ports go proved dcofe put cpi closest working port lums case raised number lums afti manager aware,allocated ports unavailable faulty,ends cannot complete task linked order delayed allocated ports unavailable faulty could repair day discussed sure passing dcoe resolved please see additional information fast test complete ltok fibre ports specified job yet exist stcb ports go proved dcofe put cpi closest working port lums case raised number lums afti manager aware allocated ports unavailable faulty
1,0,0,0,ends photographic evidence available cannot complete task unable access companyname line plant located within companyname network pq test failing ac balance access eq locked security gate customer arrange access please see additional information unable complete fault wire access eq needed locked gate preventing access customer arrange access landlord lost combination,unable access companyname line plant located within companyname network,ends photographic evidence available cannot complete task unable access companyname line plant located within companyname network pq test failing ac balance access eq locked security gate customer arrange access please see additional information unable complete fault wire access eq needed locked gate preventing access customer arrange access landlord lost combination unable access companyname line plant located within companyname network
1,0,0,0,ends photographic evidence available cannot complete task unable access companyname line plant located within end customer premises work commenced please see additional information customer present linked install task access,unable access companyname line plant located within end customer premises,ends photographic evidence available cannot complete task unable access companyname line plant located within end customer premises work commenced please see additional information customer present linked install task access unable access companyname line plant located within end customer premises
0,1,0,0,ends customer survey available cannot complete task routing provided incorrect attempted resolve day dcoe unable passing planning please see additional information fibre routed stcb line goes stcb need provide fibre stcb routing updated routing solutions ec waiting weeks opening business weekend fixed fault line andpq test passing test results dn result ltok sockets unplugged date today jin eng pin essxn eng uin xxxxxxxxx,routing provided incorrect,ends customer survey available cannot complete task routing provided incorrect attempted resolve day dcoe unable passing planning please see additional information fibre routed stcb line goes stcb need provide fibre stcb routing updated routing solutions ec waiting weeks opening business weekend fixed fault line andpq test passing test results dn result ltok sockets unplugged date today jin eng pin essxn eng uin xxxxxxxxx routing provided incorrect
1,0,0,0,ends cannot complete task unable access companyname line plant located within companyname network work commenced please see additional information answer ring ahead rang buzzer arrival answer sat minutes rang still answer work commenced,unable access companyname line plant located within companyname network,ends cannot complete task unable access companyname line plant located within companyname network work commenced please see additional information answer ring ahead rang buzzer arrival answer sat minutes rang still answer work commenced unable access companyname line plant located within companyname network
